file,subset_size,nn_distance,nn_time_ms,twoopt_distance,twoopt_time_ms,heldkarp_distance,heldkarp_time_ms
../HighwayData/BRA-AP-region.tmg,20,868.445,0,862.083,0,664.840,30
../HighwayData/BRA-AP-region.tmg,27,927.171,0,920.810,0,-1,-1
../HighwayData/BRA-AP-region.tmg,27,927.171,0,920.810,1,-1,-1
../HighwayData/BRA-AP-region.tmg,27,927.171,0,920.810,0,-1,-1
../HighwayData/BRA-AP-region.tmg,27,927.171,0,920.810,0,-1,-1
../HighwayData/BRA-AP-region.tmg,27,927.171,0,920.810,0,-1,-1
../HighwayData/BRA-AP-region.tmg,27,927.171,0,920.810,0,-1,-1
../HighwayData/BRA-AP-region.tmg,27,927.171,0,920.810,0,-1,-1
../HighwayData/BRA-AP-region.tmg,27,927.171,0,920.810,0,-1,-1
../HighwayData/BRA-AP-region.tmg,27,927.171,0,920.810,0,-1,-1
../HighwayData/BRA-AP-region.tmg,27,927.171,0,920.810,0,-1,-1
../HighwayData/BRA-AP-region.tmg,27,927.171,0,920.810,0,-1,-1
../HighwayData/BRA-AP-region.tmg,27,927.171,0,920.810,0,-1,-1
../HighwayData/BRA-AP-region.tmg,27,927.171,0,920.810,1,-1,-1
../HighwayData/BRA-AP-region.tmg,27,927.171,0,920.810,0,-1,-1
../HighwayData/BRA-AP-region.tmg,27,927.171,0,920.810,0,-1,-1
../HighwayData/BRA-AP-region.tmg,27,927.171,0,920.810,0,-1,-1
../HighwayData/BRA-AP-region.tmg,27,927.171,0,920.810,0,-1,-1
../HighwayData/BRA-AP-region.tmg,27,927.171,0,920.810,0,-1,-1
