../HighwayData/NY-region.tmg,50,278.289,0.064500,276.504,0.536562,-1,-1
../HighwayData/NY-region.tmg,100,595.430,0.362376,587.196,5.061961,-1,-1
../HighwayData/NY-region.tmg,200,1265.353,1.716184,986.112,7.927341,-1,-1
