file,subset_size,nn_distance,nn_time_ms,twoopt_distance,twoopt_time_ms,heldkarp_distance,heldkarp_time_ms
../HighwayData/amsterdam5-area.tmg,19,52.625,0,49.292,0,49.041,33
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,1,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,1,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,1,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,1,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
../HighwayData/amsterdam5-area.tmg,23,59.344,0,55.315,0,-1,-1
